Location,Area_sqft,Road_Width_ft,Near_Highway,Distance_from_citycenter_km,Price_per_sqft
Madurai,1771.54,39.6,No,5.43,2517.82
Chennai,1265.87,21.2,Yes,5.69,4631.08
Salem,997.89,12.5,Yes,4.0,2470.88
Salem,1913.35,21.7,Yes,4.8,2487.75
Madurai,1185.92,14.9,No,3.43,2560.52
Trichy,1273.62,20.1,Yes,2.74,3028.55
Coimbatore,1303.93,19.1,Yes,2.51,4491.05
Coimbatore,1205.5,14.4,No,5.68,3821.96
Salem,1187.87,30.2,No,2.15,2753.15
Chennai,1180.96,34.8,No,2.73,4546.61
Madurai,1258.02,16.3,No,5.62,2323.74
Chennai,1152.54,30.9,Yes,3.81,4987.13
Coimbatore,1006.22,20.2,Yes,1.76,4474.47
Madurai,958.28,25.6,No,0.99,2817.61
Coimbatore,1429.41,22.0,No,3.99,4269.53
Coimbatore,1444.93,39.4,No,4.47,3927.64
Vellore,1941.6,26.7,Yes,4.0,2337.1
Coimbatore,1071.21,22.2,Yes,3.47,4235.91
Trichy,922.85,17.5,Yes,4.2,2887.41
Salem,1283.86,21.3,Yes,2.07,2800.79
Madurai,1152.33,23.7,No,3.19,2635.03
Chennai,1140.99,24.0,No,4.32,4536.8
Coimbatore,1522.86,32.7,Yes,1.7,4610.73
Madurai,847.39,19.2,Yes,3.12,3051.74
Salem,874.84,29.1,Yes,2.47,2677.33
Trichy,1225.71,30.3,No,2.07,3069.54
Salem,1982.84,33.7,Yes,1.41,2768.49
Trichy,1888.32,18.6,No,1.86,2913.42
Chennai,1598.35,36.0,Yes,3.7,4961.55
Vellore,1120.72,16.9,Yes,3.61,2290.29
Salem,952.92,12.4,No,4.57,2361.35
Chennai,1296.14,17.5,No,3.86,4422.19
Vellore,845.14,23.1,No,4.6,1990.79
Salem,1578.05,19.5,Yes,2.26,2866.61
Coimbatore,1545.13,36.8,No,3.86,4070.71
Vellore,1156.28,17.5,No,1.47,2304.3
Chennai,1192.2,31.5,Yes,2.62,5022.21
Salem,972.98,25.9,No,3.0,2403.43
Chennai,998.47,24.7,Yes,4.82,4763.09
Salem,1414.41,17.4,Yes,5.31,2413.19
Trichy,1178.83,33.0,No,0.58,3182.95
Chennai,1596.59,17.0,No,3.54,4578.72
Chennai,825.77,39.6,Yes,1.17,5026.83
Madurai,1994.04,37.4,No,2.62,2624.99
Chennai,1755.46,26.2,No,5.56,4313.8
Coimbatore,1332.9,27.7,No,5.06,4019.76
Vellore,1747.69,24.5,No,4.21,2125.92
Madurai,1208.75,13.1,No,1.94,2980.88
Trichy,1368.21,37.8,No,2.89,3055.86
Coimbatore,1129.36,37.6,No,4.1,4038.67
Salem,1496.37,27.6,Yes,4.92,2459.06
Trichy,1780.84,25.6,No,5.3,2792.64
Trichy,1626.74,34.2,No,5.58,2597.81
Salem,948.69,38.6,No,0.78,2671.43
Madurai,866.67,16.7,Yes,5.44,2556.26
Vellore,1232.87,28.9,No,3.65,2101.84
Trichy,1841.5,25.6,No,2.21,2958.91
Vellore,874.51,35.6,Yes,3.4,2293.86
Vellore,899.29,31.9,Yes,1.65,2391.96
Trichy,1832.0,35.3,No,3.75,2911.55
Madurai,1738.76,19.8,No,4.5,2567.13
Madurai,1651.13,34.0,No,5.31,2351.78
Trichy,921.18,16.8,Yes,0.96,3435.42
Madurai,1911.75,19.9,No,5.93,2217.72
Chennai,838.11,32.9,No,5.53,4494.83
Trichy,1373.64,25.8,Yes,1.88,3155.94
Trichy,896.77,36.8,Yes,2.38,3093.28
Vellore,1054.52,34.2,Yes,3.25,2483.97
Salem,1365.28,36.0,Yes,2.07,2974.04
Madurai,1904.01,23.8,No,3.34,2470.99
Chennai,1556.57,15.2,No,3.46,4656.61
Trichy,1596.27,27.3,Yes,3.79,2962.87
Trichy,1173.61,12.2,Yes,5.97,2788.61
Madurai,1847.29,32.1,No,1.46,2971.06
Vellore,1908.94,27.8,No,0.88,2446.95
Chennai,1512.73,26.4,No,2.58,4600.28
Madurai,1778.47,21.2,Yes,3.24,2940.05
Madurai,1227.04,29.0,No,4.87,2474.35
Chennai,1728.01,17.8,No,4.88,4642.9
Salem,1240.03,25.0,No,3.3,2624.32
Trichy,1402.29,21.1,No,5.14,2875.03
Salem,1545.67,35.0,Yes,2.53,2728.18
Coimbatore,1257.47,30.5,No,5.93,3849.38
Chennai,1479.91,28.4,No,0.66,4981.6
Chennai,1206.39,13.8,Yes,2.07,4966.65
Trichy,1321.04,22.3,Yes,1.01,3453.66
Chennai,1062.65,27.7,Yes,5.37,4802.77
Salem,1203.81,29.9,Yes,5.32,2301.64
Trichy,1717.04,19.3,Yes,2.1,3238.63
Trichy,1526.44,21.9,No,4.12,2603.29
Coimbatore,1674.35,30.3,Yes,5.33,4304.1
Vellore,1697.44,32.6,No,1.27,2278.38
Trichy,1641.4,19.1,No,5.02,2552.99
Chennai,1034.26,27.4,Yes,0.59,5014.28
Coimbatore,1963.49,34.1,No,5.67,3933.09
Vellore,1001.99,34.9,No,3.29,2206.81
Madurai,1891.22,37.4,No,3.42,2796.14
Coimbatore,1538.74,13.9,No,4.65,4136.47
Coimbatore,1148.86,31.9,Yes,4.02,4451.71
Chennai,1503.5,13.6,No,0.95,4936.43
Salem,903.48,12.1,Yes,3.65,2499.71
Coimbatore,1935.37,24.2,No,0.61,4562.45
Salem,1205.88,27.1,No,1.91,2477.58
Coimbatore,1429.81,27.2,No,1.37,4184.79
Salem,1651.04,36.8,Yes,4.84,2544.56
Madurai,1153.12,26.3,No,4.95,2333.42
Chennai,1906.15,24.1,No,4.57,4427.8
Vellore,1789.9,38.4,No,4.7,2134.07
Chennai,1312.25,13.7,Yes,5.38,4499.09
Madurai,929.77,23.9,No,2.89,2838.89
Vellore,1249.41,38.0,Yes,1.29,2574.7
Trichy,976.13,33.5,Yes,5.37,2769.38
Madurai,1097.01,24.6,Yes,5.4,2857.37
Coimbatore,1172.93,39.2,No,1.39,4300.26
Salem,1763.58,30.4,No,2.61,2344.28
Coimbatore,1840.26,19.2,Yes,2.64,4527.71
Chennai,1088.64,35.9,No,5.73,4326.98
Madurai,1297.58,18.4,Yes,5.3,2735.31
Vellore,1706.95,28.3,No,0.81,2327.08
Coimbatore,1087.82,13.4,Yes,2.53,4286.85
Trichy,1582.08,14.8,No,0.72,3024.35
Salem,1281.23,30.6,Yes,4.26,2538.51
Chennai,1219.12,33.7,Yes,5.99,4423.88
Salem,1610.12,38.8,Yes,0.5,2776.69
Coimbatore,1262.89,29.6,No,0.76,4248.36
Salem,1199.58,29.1,Yes,3.69,2527.22
Madurai,1922.22,26.6,No,0.94,2727.41
Madurai,1819.8,27.9,Yes,4.29,2597.29
Salem,926.07,33.8,Yes,1.75,2904.67
Trichy,833.71,27.1,No,0.67,3022.28
Vellore,1208.82,21.4,Yes,1.62,2595.22
Vellore,1865.14,34.2,Yes,4.69,2166.95
Trichy,932.25,33.0,Yes,1.35,3244.63
Trichy,1558.79,20.9,Yes,5.83,2846.56
Madurai,1437.01,14.3,Yes,5.57,2509.14
Trichy,1594.61,30.1,No,5.23,2522.65
Trichy,1042.15,36.4,No,1.99,2836.26
Chennai,1025.27,14.8,No,2.37,4782.83
Trichy,1162.61,20.7,No,3.72,2842.26
Chennai,1723.34,19.0,Yes,0.69,5127.23
Vellore,1652.45,21.6,Yes,5.2,2146.47
Chennai,828.59,12.5,No,4.34,4659.48
Chennai,953.5,22.4,No,1.62,4954.97
Madurai,1447.02,18.8,Yes,2.97,2848.58
Vellore,1678.4,31.6,No,2.26,2091.2
Madurai,1195.79,30.8,Yes,4.42,2862.56
Salem,1017.18,37.9,No,1.42,2733.6
Madurai,1922.74,13.5,Yes,5.03,2867.88
Madurai,1808.62,39.0,No,4.21,2487.31
Chennai,881.28,18.9,Yes,1.69,4993.05
Chennai,1742.05,19.0,No,0.95,4943.75
Trichy,940.11,33.9,No,5.64,2464.7
Chennai,1221.6,33.8,Yes,5.15,4603.61
Trichy,1928.17,18.7,No,4.74,2854.64
Vellore,1263.78,32.3,Yes,2.95,2443.75
Vellore,1911.11,15.7,Yes,0.72,2509.13
Madurai,1556.6,20.8,Yes,5.6,2608.26
Trichy,1652.91,19.5,Yes,5.32,2692.45
Salem,1509.03,30.6,Yes,3.77,2656.67
Chennai,921.1,32.0,Yes,5.0,4660.9
Salem,1279.03,36.6,No,2.81,2468.59
Chennai,1776.93,13.6,No,5.84,4572.66
Vellore,1432.37,34.4,Yes,1.61,2704.68
Trichy,1520.93,14.6,No,1.15,3063.13
Vellore,917.47,32.6,Yes,1.76,2406.94
Chennai,1120.29,24.8,Yes,3.81,4860.8
Coimbatore,905.91,15.6,No,2.21,4179.5
Madurai,1225.93,38.7,Yes,3.54,2797.66
Coimbatore,1810.95,23.7,No,2.09,4300.6
Vellore,1315.57,39.9,No,2.33,2391.72
Salem,946.1,38.7,No,3.96,2275.74
Chennai,1478.91,29.2,No,0.99,4899.68
Chennai,869.32,25.3,No,1.16,4885.79
Trichy,1985.56,32.5,No,1.65,3000.74
Trichy,1582.84,38.7,Yes,5.62,2721.64
Coimbatore,1887.02,31.1,Yes,2.56,4455.88
Vellore,1707.96,24.6,Yes,0.54,2656.23
Trichy,1892.18,26.8,Yes,5.57,2759.88
Madurai,1203.2,28.0,No,1.36,2906.6
Madurai,1227.15,27.2,No,0.65,3078.18
Trichy,1809.09,19.5,Yes,5.67,2747.41
Coimbatore,1860.26,36.2,No,4.3,4106.38
Vellore,1711.63,23.2,Yes,1.45,2630.77
Chennai,938.2,27.4,No,1.87,4775.54
Coimbatore,1349.22,30.2,Yes,4.27,4387.37
Trichy,1488.31,14.6,Yes,5.12,2889.24
Salem,1040.63,12.9,Yes,3.14,2698.5
Coimbatore,852.84,12.1,No,5.77,3982.37
Chennai,1305.25,32.3,Yes,1.15,5097.83
Chennai,1100.93,35.8,No,2.98,4518.03
Coimbatore,889.26,25.1,No,5.34,4149.42
Coimbatore,1909.59,20.2,Yes,2.3,4271.03
Madurai,1293.58,22.5,No,0.81,2962.34
Madurai,1812.12,22.0,No,3.17,2485.98
Madurai,869.16,24.3,Yes,5.62,2445.81
Trichy,912.61,28.3,Yes,5.24,2797.39
Salem,1925.55,12.9,No,3.52,2414.49
Salem,1791.45,22.5,No,5.44,2338.94
Vellore,805.55,25.9,Yes,2.63,2271.16
Coimbatore,858.12,18.4,Yes,5.16,4041.91
Chennai,1738.08,33.5,Yes,0.71,5294.17
Coimbatore,1021.76,24.9,Yes,4.41,4362.25
Chennai,1296.3,16.8,No,1.94,4634.14
Trichy,979.73,33.2,Yes,1.19,3172.95
Chennai,1683.8,16.4,No,2.97,4753.96
Vellore,1672.56,21.5,Yes,0.69,2761.56
Coimbatore,1714.29,30.5,No,3.02,4297.63
Coimbatore,1555.59,34.2,No,0.55,4274.24
Coimbatore,1174.88,12.6,Yes,5.08,4209.5
Madurai,1831.78,23.5,Yes,2.07,2915.93
Salem,1304.29,20.8,Yes,5.63,2516.25
Trichy,1326.81,14.1,Yes,2.2,2995.17
Salem,1087.1,15.1,Yes,1.88,2680.03
Coimbatore,1592.13,18.5,Yes,0.68,4562.87
Chennai,1477.66,19.5,Yes,0.92,5069.32
Salem,1145.48,16.2,No,5.1,2217.18
Trichy,1389.38,25.2,No,5.83,2799.18
Chennai,1621.18,32.0,Yes,1.45,5159.92
Salem,812.45,25.3,Yes,2.27,2788.04
Salem,1730.31,15.4,Yes,2.63,2923.24
Chennai,1909.29,14.4,No,5.14,4321.5
Coimbatore,1560.61,12.6,Yes,4.84,4114.14
Trichy,1688.87,38.8,No,1.18,3163.96
Vellore,1012.76,27.8,Yes,3.84,2338.77
Coimbatore,1792.78,16.1,No,5.13,3821.36
Madurai,1889.58,24.9,Yes,1.74,2838.14
Vellore,1856.38,37.2,No,2.28,2151.06
Salem,1898.43,25.8,Yes,2.71,2919.91
Trichy,1084.06,31.1,Yes,5.88,2883.37
Salem,1746.13,25.8,No,2.11,2639.64
Salem,1344.58,36.7,No,5.48,2343.38
Trichy,1118.17,32.2,Yes,2.32,3272.51
Chennai,848.55,36.5,No,2.02,4616.24
Madurai,1852.46,27.9,No,0.63,2978.89
Salem,1091.02,27.5,Yes,4.84,2318.62
Salem,1853.52,15.4,Yes,4.86,2334.84
Coimbatore,1084.9,21.8,Yes,4.95,4322.34
Madurai,1028.82,30.7,No,3.53,2824.56
Vellore,1697.95,26.2,Yes,2.36,2541.1
Coimbatore,1227.25,23.3,Yes,2.09,4385.6
Salem,903.77,17.8,Yes,3.85,2634.46
Trichy,1151.08,25.4,No,4.85,2802.73
Chennai,1987.99,26.0,No,0.86,4890.05
Vellore,1895.47,16.4,No,3.72,2269.39
Chennai,1407.46,15.6,No,1.28,4797.42
Coimbatore,974.95,26.2,Yes,2.86,4534.35
Vellore,1193.2,39.9,No,1.85,2181.07
Trichy,1698.27,22.7,No,5.37,2678.13
Vellore,1566.08,37.1,No,2.37,2245.94
Vellore,1065.01,39.9,No,0.92,2437.4
Trichy,1411.02,18.2,No,1.39,3162.06
Chennai,1302.32,35.2,No,4.29,4592.06
Chennai,1063.93,16.4,Yes,5.91,4567.22
Chennai,1256.34,32.2,Yes,0.87,4993.61
Trichy,1647.71,15.5,Yes,5.32,2689.15
Salem,1187.93,36.8,Yes,1.54,2806.95
Madurai,1364.17,38.8,No,0.79,2922.9
Coimbatore,837.16,13.0,No,3.65,4212.22
Madurai,1814.81,39.4,No,2.17,2677.06
Coimbatore,920.55,13.9,Yes,2.27,4424.98
Vellore,1571.79,20.9,Yes,4.75,2359.63
Madurai,1565.44,37.2,Yes,1.49,3136.77
Chennai,1329.29,20.8,Yes,3.19,4842.86
Trichy,896.01,20.9,No,3.89,2704.37
Trichy,1342.23,31.2,Yes,3.26,3002.14
Salem,1575.5,36.7,No,3.7,2319.16
Madurai,1396.63,13.2,Yes,4.59,2643.03
Chennai,1956.01,12.8,No,4.85,4358.81
Chennai,1657.73,12.1,No,1.08,4921.91
Coimbatore,1890.06,13.9,No,2.06,4125.31
Madurai,1914.1,27.8,Yes,3.53,2701.02
Chennai,1485.11,39.7,No,4.81,4514.32
Madurai,1944.59,27.5,No,3.65,2533.09
Salem,886.08,14.0,Yes,2.16,2750.03
Chennai,1920.38,13.9,No,3.6,4593.92
Coimbatore,1708.59,26.3,No,3.86,4040.61
Chennai,1220.51,22.9,No,3.77,4681.63
Trichy,1365.73,29.0,No,5.62,2801.46
Vellore,1095.54,32.7,No,0.65,2327.41
Chennai,1681.63,27.6,Yes,3.89,4837.01
Chennai,1827.68,35.8,No,4.25,4693.36
Madurai,1694.02,39.3,Yes,5.79,2588.35
Vellore,1076.45,14.6,No,2.23,2400.72
Madurai,1954.76,23.8,No,1.69,2723.58
Chennai,1723.5,14.2,No,1.39,4873.53
Salem,1678.57,19.2,No,5.43,2430.77
Salem,1023.75,20.1,Yes,5.68,2607.83
Chennai,1307.24,20.3,No,3.52,4766.99
Madurai,1904.53,17.9,No,2.23,2865.12
Coimbatore,1501.58,20.5,No,0.54,4553.9
Salem,1332.29,35.6,No,2.02,2703.23
Madurai,1238.08,23.2,No,2.95,2876.26
Salem,1094.22,26.9,No,2.19,2706.19
Madurai,988.76,17.6,Yes,3.79,2685.53
Coimbatore,1734.36,12.8,Yes,3.88,4311.46
Madurai,1261.06,34.0,Yes,1.13,3030.46
Salem,1898.32,36.4,No,2.2,2559.68
Vellore,971.82,39.1,No,1.19,2285.72
Coimbatore,876.55,22.5,Yes,1.7,4570.57
Coimbatore,1106.48,12.9,Yes,5.89,4193.53
Madurai,1932.55,24.3,No,3.06,2600.68
Coimbatore,1299.87,36.9,No,3.25,4063.5
Salem,1779.36,26.5,No,1.85,2472.34
Coimbatore,1448.79,33.8,Yes,1.38,4576.75
Coimbatore,1209.73,15.4,Yes,5.14,4123.05
Chennai,1395.3,33.6,No,3.66,4787.56
Trichy,874.26,33.5,No,5.13,2724.49
Trichy,1103.78,38.1,Yes,0.51,3380.93
Madurai,1521.72,27.5,Yes,4.06,2597.39
Salem,1686.55,21.4,Yes,3.56,2815.66
Coimbatore,832.5,16.9,No,2.15,4205.64
Madurai,806.44,30.8,Yes,1.48,2940.75
Vellore,1839.71,12.7,Yes,3.38,2380.13
Trichy,1986.44,38.6,No,3.55,2907.6
Chennai,1599.98,12.6,No,3.37,4801.6
Madurai,905.11,28.7,Yes,1.82,3077.49
Vellore,1245.48,15.0,Yes,4.03,2393.74
Salem,986.87,37.5,Yes,5.03,2554.32
Chennai,1109.52,34.9,No,5.23,4615.34
Trichy,1347.02,30.8,No,2.81,2962.17
Vellore,1639.35,36.2,No,5.57,2012.48
Trichy,1156.09,31.7,Yes,5.88,2741.44
Salem,1683.59,21.1,No,3.13,2347.83
Trichy,1740.08,15.5,Yes,5.01,2874.18
Coimbatore,1409.77,18.6,No,4.07,3908.41
Coimbatore,1832.37,17.8,No,3.61,4073.65
Trichy,808.7,29.1,No,3.32,2824.72
Trichy,966.89,39.5,Yes,5.1,2964.21
Salem,1219.02,24.5,Yes,2.96,2650.03
Madurai,1930.1,25.2,No,3.59,2774.73
Vellore,1436.05,34.0,Yes,2.87,2345.8
Salem,944.14,14.9,No,5.63,2240.32
Trichy,1778.74,18.1,No,0.55,3228.32
Chennai,1226.8,22.1,Yes,2.6,4990.65
Chennai,1478.98,39.8,Yes,4.92,4706.91
Salem,1080.23,38.6,No,4.4,2513.97
Vellore,900.71,37.8,Yes,3.22,2358.45
Madurai,1948.37,38.1,No,3.29,2856.57
Madurai,1489.4,17.7,Yes,3.22,2926.26
Salem,1419.68,18.6,No,6.0,2316.12
Madurai,1045.07,29.4,No,1.03,2935.83
Coimbatore,1839.46,33.1,Yes,3.22,4487.75
Vellore,1324.1,37.5,No,3.09,2326.46
Madurai,1151.98,31.5,Yes,5.6,2616.49
Salem,1538.03,14.8,Yes,0.82,2781.45
Vellore,1096.65,27.7,No,2.45,2434.98
Salem,866.41,31.6,Yes,1.42,2847.43
Vellore,1841.59,34.5,Yes,3.02,2365.94
Coimbatore,1084.71,15.4,Yes,0.74,4715.59
Salem,1684.01,22.5,No,1.99,2618.54
Chennai,1639.21,28.1,No,1.82,4833.35
Chennai,1980.6,35.0,Yes,4.03,4901.42
Trichy,977.9,22.6,No,5.04,2866.19
Salem,1165.94,22.7,Yes,3.72,2766.36
Vellore,1818.51,12.7,Yes,4.28,2275.94
Salem,1070.81,19.7,Yes,4.91,2369.59
Chennai,1292.93,28.0,No,1.6,4770.72
Coimbatore,1967.86,35.2,No,1.83,4457.09
Madurai,1963.29,24.4,Yes,4.38,2795.66
Vellore,1561.39,12.1,Yes,4.41,2286.08
Salem,1963.18,15.3,No,4.7,2163.65
Salem,800.27,22.1,Yes,5.43,2262.59
Coimbatore,1257.6,22.4,No,1.49,4220.92
Coimbatore,1000.51,33.4,No,0.56,4611.93
Chennai,1705.81,36.7,No,2.24,4765.62
Vellore,1753.71,24.3,Yes,1.25,2687.18
Vellore,1706.96,16.2,No,4.32,1959.25
Madurai,1528.66,25.2,Yes,3.58,2723.84
Chennai,937.64,30.7,Yes,4.96,4740.64
Madurai,1515.29,26.2,No,5.67,2537.15
Trichy,1887.04,20.9,Yes,1.91,3294.18
Vellore,1779.26,25.5,Yes,5.03,2125.39
Trichy,1567.52,23.5,No,5.99,2403.84
Coimbatore,1150.4,31.1,No,1.19,4358.4
Salem,1138.93,23.3,Yes,1.73,2893.57
Trichy,1255.37,24.3,No,1.71,2852.22
Chennai,1710.84,34.8,No,2.95,4551.48
Chennai,1456.2,33.8,No,2.96,4731.78
Chennai,1519.14,21.4,No,4.16,4736.64
Vellore,1783.45,35.8,Yes,1.48,2745.88
Chennai,1156.66,24.7,No,5.96,4307.78
Vellore,1942.27,15.8,Yes,1.78,2690.92
Coimbatore,1653.39,25.2,Yes,1.96,4398.51
Madurai,1746.97,24.7,Yes,4.39,2620.15
Trichy,1534.33,16.2,No,5.29,2596.27
Coimbatore,1192.17,37.9,No,4.56,3978.88
Chennai,1661.68,39.4,Yes,3.23,4793.59
Coimbatore,1510.09,13.6,Yes,1.19,4733.51
Vellore,1804.28,34.6,No,5.95,1840.42
Vellore,1989.5,16.4,No,3.76,1965.22
Vellore,1367.59,16.4,No,5.59,1792.01
Trichy,1739.29,38.3,No,1.77,3010.04
Salem,1044.33,12.3,Yes,0.62,2922.1
Salem,1519.32,32.5,Yes,2.39,2829.11
Chennai,1285.52,30.7,Yes,5.27,4752.54
Coimbatore,1377.81,36.9,Yes,0.54,4501.44
Chennai,1766.99,36.0,No,2.09,4976.47
Coimbatore,1327.29,32.2,No,5.46,4018.45
Chennai,1328.71,35.1,Yes,5.82,4718.6
Vellore,1620.26,15.7,No,4.56,2076.36
Vellore,1680.34,38.7,Yes,2.99,2496.7
Madurai,1036.0,16.9,No,5.03,2431.04
Vellore,1250.81,38.4,Yes,3.16,2405.79
Chennai,1752.3,38.5,Yes,0.95,5001.52
Vellore,1905.44,18.3,No,4.03,2139.66
Chennai,1428.53,27.5,No,3.97,4523.19
Salem,1566.35,20.3,Yes,1.2,3009.14
Madurai,1931.76,32.8,No,2.22,2867.2
Salem,1631.78,20.9,No,5.06,2173.02
Trichy,1008.0,38.5,Yes,2.79,3156.67
Vellore,1006.53,30.1,No,4.77,1945.99
Coimbatore,1818.15,36.4,No,4.51,3992.13
Vellore,1372.49,13.2,No,1.96,2450.21
Coimbatore,1243.23,25.3,Yes,3.71,4294.71
Coimbatore,1728.25,34.0,Yes,1.42,4403.22
Madurai,1148.93,35.4,Yes,4.29,2963.97
Coimbatore,1096.6,33.9,Yes,2.48,4457.85
Madurai,1601.34,16.3,Yes,4.17,2937.52
Trichy,978.98,30.2,No,3.97,2965.44
Salem,1481.77,21.1,No,4.6,2483.09
Trichy,926.11,18.1,No,5.62,2501.72
Vellore,1139.45,22.9,Yes,3.82,2196.04
Madurai,1097.31,37.5,Yes,0.77,2925.96
Madurai,1509.34,30.3,Yes,4.29,2794.5
Chennai,830.16,32.5,Yes,2.65,4749.75
Trichy,1688.81,39.7,Yes,1.64,3188.31
Vellore,1118.84,21.5,Yes,2.74,2371.72
Coimbatore,960.16,31.6,Yes,0.86,4501.1
Coimbatore,1250.89,35.7,No,2.18,4270.96
Madurai,1140.7,36.8,No,2.05,2596.7
Coimbatore,1519.07,20.6,No,1.2,4468.4
Chennai,1122.75,21.8,No,3.05,4560.77
Vellore,1852.25,40.0,Yes,3.5,2529.78
Trichy,1920.47,39.9,No,1.37,3223.91
Chennai,1945.41,19.9,No,3.17,4764.0
Chennai,1313.38,33.6,No,1.54,5009.14
Chennai,1512.31,18.2,Yes,5.42,4826.51
Vellore,1335.6,13.4,No,2.14,2365.36
Coimbatore,1909.09,15.1,No,4.84,4069.06
Trichy,1521.56,27.2,No,2.16,3096.33
Salem,1476.64,18.9,Yes,3.41,2849.02
Chennai,1612.83,39.6,No,0.64,4821.02
Madurai,908.8,32.8,No,3.31,2550.62
Chennai,1762.41,35.3,No,2.27,4836.15
Trichy,1711.33,23.2,Yes,3.86,3192.96
Coimbatore,1775.67,35.4,No,5.09,4094.84
Madurai,1058.47,29.4,No,3.18,2572.72
Coimbatore,943.83,31.9,Yes,5.48,4044.25
Salem,1218.87,12.4,No,0.54,2787.1
Coimbatore,1323.44,18.2,Yes,3.37,4246.61
Coimbatore,1480.03,37.5,Yes,2.1,4419.61
Trichy,1833.26,33.0,Yes,4.83,2786.24
Chennai,1550.29,12.3,No,0.6,4884.4
Vellore,1716.73,13.0,Yes,1.61,2415.72
Chennai,1428.65,30.1,Yes,0.73,5190.27
Chennai,1190.45,16.1,Yes,3.39,4924.81
Coimbatore,820.93,32.4,No,1.96,4295.1
Vellore,982.09,23.8,Yes,5.68,1941.44
Salem,1396.02,32.4,No,0.85,2756.13
Chennai,1861.87,17.9,No,3.79,4507.27
Salem,966.63,38.9,No,2.63,2550.32
Chennai,827.06,22.2,No,4.81,4503.53
Vellore,1940.94,34.0,No,2.13,2234.61
Vellore,1710.28,13.9,Yes,5.56,2320.42
Trichy,1163.8,13.6,Yes,4.79,2991.72
Madurai,1278.54,20.8,Yes,1.83,2817.8
Salem,1183.2,23.2,Yes,1.96,2843.88
Salem,1792.93,25.7,No,5.63,2055.7
Madurai,857.46,39.1,No,5.75,2580.11
Coimbatore,1029.7,24.2,Yes,4.77,4046.21
Coimbatore,1315.63,13.2,Yes,2.64,4275.47
Vellore,1331.22,15.8,Yes,1.69,2693.53
Salem,1091.57,27.9,Yes,4.01,2764.0
Salem,1179.1,38.5,No,3.59,2583.58
Madurai,1894.63,26.4,No,5.78,2574.11
Salem,886.92,35.2,No,4.52,2171.62
Coimbatore,1734.4,20.8,Yes,4.38,4190.47
Trichy,889.52,27.8,No,1.49,2947.09
Coimbatore,820.02,37.1,Yes,0.87,4487.64
Chennai,1322.05,32.3,Yes,5.23,4483.32
Chennai,1410.58,13.6,Yes,4.19,4788.47
Trichy,856.58,21.1,Yes,2.47,3333.3
Madurai,1284.34,28.4,No,3.79,2516.73
Vellore,1198.06,36.2,No,4.23,1976.72
Salem,814.7,34.1,Yes,3.42,2759.63
Chennai,902.18,24.9,No,1.85,4970.02
Chennai,1347.77,16.4,No,3.57,4526.04
Madurai,1426.66,37.9,Yes,5.26,2760.1
Salem,1193.29,27.0,Yes,5.54,2605.2
Madurai,1911.28,19.2,No,2.98,2648.09
Vellore,1977.03,12.2,No,4.31,2147.15
Coimbatore,1779.25,22.0,No,2.79,4296.74
Trichy,1839.01,34.6,Yes,2.35,3168.93
Salem,1359.6,34.4,No,5.46,2089.23
Chennai,1634.57,38.5,No,2.75,4915.85
Salem,1056.18,32.2,Yes,3.07,2523.22
Madurai,853.4,31.1,No,4.96,2598.39
Salem,1839.44,21.3,Yes,5.89,2283.9
Vellore,1557.58,12.7,No,2.95,2336.61
Vellore,1290.63,22.7,No,1.16,2494.95
Chennai,1770.25,20.7,Yes,2.08,5008.29
Chennai,960.5,35.2,Yes,4.17,4679.76
Coimbatore,1900.99,20.9,Yes,1.95,4609.94
Chennai,1203.68,27.8,Yes,5.88,4753.16
Chennai,1987.54,17.5,Yes,2.38,4928.57
Salem,1297.57,18.1,No,5.87,2174.44
Coimbatore,998.33,24.9,Yes,4.1,4476.88
Salem,999.9,18.5,No,3.14,2579.66
Trichy,1608.3,38.2,No,5.88,2556.52
Vellore,1604.17,25.3,No,2.12,2128.13
Vellore,1204.72,26.7,No,5.43,1936.97
Salem,1615.78,23.6,No,2.66,2685.09
Coimbatore,1682.45,16.0,No,4.6,3960.56
Coimbatore,1577.47,37.3,No,2.32,4284.15
Chennai,1792.03,12.5,Yes,0.73,5063.84
Vellore,1885.35,18.2,Yes,0.81,2732.46
Salem,1900.84,37.3,Yes,2.37,2671.48
Vellore,850.78,34.8,Yes,1.78,2486.38
Coimbatore,1118.13,30.8,Yes,5.85,3983.28
Trichy,1842.49,33.2,Yes,2.61,3205.42
Trichy,1720.6,20.9,Yes,2.6,3046.64
Salem,1866.86,27.8,Yes,0.66,3126.7
Trichy,1397.93,21.9,No,3.41,2753.53
Trichy,1861.89,35.3,Yes,5.03,2856.41
Trichy,1849.05,38.9,Yes,1.46,3151.01
Chennai,1690.39,32.0,No,3.0,4765.99
Chennai,1060.29,29.1,No,5.42,4454.12
Salem,1483.19,19.3,Yes,5.96,2468.22
Vellore,1840.31,16.1,Yes,2.19,2401.92
Salem,1072.85,19.4,Yes,2.54,2793.19
Salem,873.25,27.8,No,2.95,2483.69
Vellore,900.23,39.8,No,1.26,2252.69
Vellore,1833.09,19.1,Yes,4.25,2218.88
Trichy,1836.19,17.3,Yes,1.61,3054.48
Vellore,1800.08,39.2,Yes,1.02,2402.98
Chennai,1138.07,19.9,Yes,1.6,5055.94
Vellore,1044.43,36.0,No,4.86,2196.21
